opportunity_id,account_name,rep_name,manager,rep_tier,stage,industry,region,product,deal_value,created_date,close_date,time_to_close_days,last_activity_date,calls_made,emails_sent,meetings_held,forecast_close_rate,actual_close_rate,fiscal_year,fiscal_quarter
OPP-016876,Account_04379,Rep_027,Manager_06,Mid,Value Proposition,Energy,LATAM,Starter Pack,10389.85,2023-08-21,2023-11-10,81,2023-09-01,16,20,0,0.477,0.318,2023,3
OPP-016877,Account_07264,Rep_049,Manager_07,Low,Value Proposition,Finance,LATAM,Enterprise Suite,178581.62,2022-10-02,2022-11-27,56,2022-11-06,17,35,5,0.4177,0.2822,2022,4
OPP-016878,Account_07313,Rep_050,Manager_01,Low,Prospecting,Manufacturing,LATAM,Support Bundle,15874.05,2022-06-02,2022-11-03,154,2022-06-04,11,29,5,0.3556,0.3368,2022,2
OPP-016879,Account_05040,Rep_043,Manager_01,Low,Decision Makers,Retail,North America,Professional Services,108511.61,2022-12-21,2023-03-25,94,2023-03-19,20,13,4,0.3957,0.2734,2022,4
OPP-016880,Account_06301,Rep_012,Manager_05,Mid,Closed Won,Retail,EMEA,Professional Services,118126.16,2022-03-06,2022-03-24,18,2022-03-07,11,25,6,0.488,0.428,2022,1
OPP-016881,Account_05433,Rep_014,Manager_07,Mid,Closed Lost,Technology,EMEA,Support Bundle,8824.18,2022-12-05,2022-12-28,23,2022-12-14,12,7,6,0.5016,0.3736,2022,4
OPP-016882,Account_01624,Rep_046,Manager_04,Low,Closed Lost,Technology,APAC,Pro Plan,28131.5,2023-08-26,2023-10-09,44,2023-09-23,18,8,3,0.3894,0.4366,2023,3
OPP-016883,Account_02176,Rep_018,Manager_04,Mid,Prospecting,Finance,APAC,Add-On Services,21849.51,2022-10-04,2023-03-17,164,2022-12-14,13,32,7,0.4962,0.384,2022,4
OPP-016884,Account_04869,Rep_023,Manager_02,Mid,Closed Won,Finance,LATAM,Starter Pack,18437.62,2022-03-24,2022-04-17,24,2022-04-12,19,18,5,0.4761,0.4974,2022,1
OPP-016885,Account_01063,Rep_016,Manager_02,Mid,Prospecting,Education,EMEA,Professional Services,59240.31,2024-08-05,2024-11-07,94,2024-09-04,11,16,2,0.5269,0.4208,2024,3
OPP-016886,Account_01532,Rep_043,Manager_01,Low,Closed Lost,Media,North America,Enterprise Suite,107738.64,2023-02-10,2023-03-20,38,2023-02-27,8,33,4,0.3587,0.3283,2023,1
OPP-016887,Account_02939,Rep_002,Manager_02,Top,Value Proposition,Media,APAC,Add-On Services,25000.16,2022-07-13,2022-08-14,32,2022-07-25,20,19,3,0.7232,0.8124,2022,3
OPP-016888,Account_03206,Rep_039,Manager_04,Low,Proposal/Price Quote,Education,North America,Enterprise Suite,150591.74,2024-01-20,2024-03-06,46,2024-01-31,7,3,5,0.3649,0.3052,2024,1
OPP-016889,Account_06000,Rep_045,Manager_03,Low,Prospecting,Manufacturing,LATAM,Enterprise Suite,99690.98,2024-07-22,2024-12-21,152,2024-10-01,2,31,6,0.3747,0.2475,2024,3
OPP-016890,Account_07628,Rep_035,Manager_07,Low,Value Proposition,Healthcare,APAC,Professional Services,110598.04,2022-05-22,2022-09-03,104,2022-07-14,14,27,4,0.345,0.3581,2022,2
OPP-016891,Account_07972,Rep_041,Manager_06,Low,Needs Analysis,Finance,North America,Pro Plan,60560.06,2022-08-23,2022-11-06,75,2022-10-15,3,6,6,0.3886,0.3121,2022,3
OPP-016892,Account_03338,Rep_034,Manager_06,Low,Qualification,Retail,North America,Starter Pack,11990.39,2024-07-11,2024-11-25,137,2024-09-29,4,17,1,0.3903,0.3465,2024,3
OPP-016893,Account_03430,Rep_046,Manager_04,Low,Closed Lost,Real Estate,EMEA,Professional Services,36983.72,2023-10-29,2023-12-09,41,2023-11-21,4,7,1,0.3682,0.3423,2023,4
OPP-016894,Account_02994,Rep_020,Manager_06,Mid,Negotiation/Review,Technology,APAC,Professional Services,47919.96,2023-03-08,2023-04-10,33,2023-03-22,9,15,8,0.4758,0.3142,2023,1
OPP-016895,Account_03885,Rep_044,Manager_02,Low,Closed Lost,Education,APAC,Add-On Services,15800.67,2023-04-03,2023-05-06,33,2023-04-22,20,11,2,0.3852,0.3369,2023,2
OPP-016896,Account_00748,Rep_038,Manager_03,Low,Proposal/Price Quote,Technology,APAC,Add-On Services,27290.38,2023-01-11,2023-03-11,59,2023-02-02,5,3,0,0.3892,0.3787,2023,1
OPP-016897,Account_01820,Rep_039,Manager_04,Low,Decision Makers,Media,LATAM,Pro Plan,58974.43,2022-11-19,2023-01-29,71,2023-01-02,17,12,1,0.3536,0.3009,2022,4
OPP-016898,Account_06249,Rep_042,Manager_07,Low,Proposal/Price Quote,Technology,LATAM,Pro Plan,25110.39,2024-04-02,2024-05-16,44,2024-05-06,20,20,2,0.3482,0.3032,2024,2
OPP-016899,Account_02262,Rep_025,Manager_04,Mid,Proposal/Price Quote,Retail,APAC,Support Bundle,10452.99,2024-05-10,2024-07-02,53,2024-06-10,16,26,1,0.4708,0.4725,2024,2
OPP-016900,Account_02857,Rep_029,Manager_01,Mid,Closed Won,Healthcare,APAC,Starter Pack,14928.38,2022-01-11,2022-01-27,16,2022-01-21,3,14,8,0.4688,0.3779,2022,1
OPP-016901,Account_02779,Rep_012,Manager_05,Mid,Value Proposition,Finance,North America,Starter Pack,16947.65,2023-08-02,2023-10-09,68,2023-08-22,7,6,8,0.5464,0.478,2023,3
OPP-016902,Account_01481,Rep_039,Manager_04,Low,Value Proposition,Logistics,LATAM,Support Bundle,13870.63,2023-12-09,2024-03-15,97,2024-02-23,15,6,1,0.4038,0.4184,2023,4
OPP-016903,Account_05432,Rep_004,Manager_04,Top,Closed Lost,Technology,North America,Starter Pack,6527.16,2023-12-30,2024-01-24,25,2024-01-02,9,22,3,0.6971,0.5201,2023,4
OPP-016904,Account_05041,Rep_015,Manager_01,Mid,Qualification,Media,APAC,Professional Services,91434.44,2024-11-19,2024-12-31,102,2024-11-20,5,26,1,0.4892,0.4211,2024,4
OPP-016905,Account_02155,Rep_003,Manager_03,Top,Needs Analysis,Finance,APAC,Starter Pack,14061.76,2023-01-29,2023-04-02,63,2023-03-15,6,9,3,0.6628,0.736,2023,1
OPP-016906,Account_04522,Rep_034,Manager_06,Low,Prospecting,Manufacturing,North America,Starter Pack,18332.02,2024-11-11,2024-12-31,117,2024-11-26,3,11,8,0.366,0.2958,2024,4
OPP-016907,Account_00614,Rep_001,Manager_01,Top,Closed Won,Healthcare,LATAM,Add-On Services,23967.07,2024-04-01,2024-04-16,15,2024-04-13,16,28,6,0.671,0.5217,2024,2
OPP-016908,Account_06958,Rep_028,Manager_07,Mid,Negotiation/Review,Media,North America,Starter Pack,17025.05,2024-12-17,2024-12-31,41,2025-01-27,5,26,6,0.4901,0.459,2024,4
OPP-016909,Account_05734,Rep_012,Manager_05,Mid,Decision Makers,Logistics,North America,Enterprise Suite,125808.33,2023-10-01,2023-11-16,46,2023-10-22,9,23,3,0.506,0.4206,2023,4
OPP-016910,Account_01977,Rep_012,Manager_05,Mid,Needs Analysis,Retail,EMEA,Professional Services,55161.99,2023-11-09,2024-02-02,85,2023-12-08,4,35,1,0.51,0.5675,2023,4
OPP-016911,Account_06051,Rep_028,Manager_07,Mid,Needs Analysis,Finance,EMEA,Support Bundle,11525.91,2024-05-17,2024-08-17,92,2024-05-24,4,20,4,0.4919,0.4819,2024,2
OPP-016912,Account_03591,Rep_044,Manager_02,Low,Prospecting,Manufacturing,North America,Starter Pack,16806.4,2023-12-02,2024-06-23,204,2024-03-26,11,24,2,0.3849,0.3496,2023,4
OPP-016913,Account_00956,Rep_048,Manager_06,Low,Negotiation/Review,Finance,APAC,Enterprise Suite,74904.29,2023-03-07,2023-04-24,48,2023-03-31,15,12,0,0.4068,0.2794,2023,1
OPP-016914,Account_00799,Rep_039,Manager_04,Low,Decision Makers,Energy,North America,Pro Plan,49392.31,2024-11-20,2024-12-31,83,2024-12-21,7,26,0,0.3656,0.2441,2024,4
OPP-016915,Account_07643,Rep_002,Manager_02,Top,Closed Lost,Retail,EMEA,Support Bundle,6067.45,2022-09-24,2022-10-16,22,2022-10-01,8,4,2,0.6739,0.6214,2022,3
OPP-016916,Account_01563,Rep_026,Manager_05,Mid,Closed Won,Technology,LATAM,Pro Plan,22575.8,2024-12-01,2024-12-28,27,2024-12-05,8,10,1,0.5282,0.4302,2024,4
OPP-016917,Account_00462,Rep_043,Manager_01,Low,Qualification,Manufacturing,LATAM,Starter Pack,18059.56,2024-04-25,2024-09-13,141,2024-08-29,13,23,2,0.3624,0.4088,2024,2
OPP-016918,Account_04735,Rep_014,Manager_07,Mid,Needs Analysis,Manufacturing,EMEA,Professional Services,86420.92,2022-12-19,2023-03-27,98,2023-01-20,2,14,0,0.5469,0.5919,2022,4
OPP-016919,Account_04841,Rep_046,Manager_04,Low,Decision Makers,Education,APAC,Add-On Services,15718.25,2024-09-01,2024-12-03,93,2024-10-06,12,13,8,0.4038,0.3257,2024,3
OPP-016920,Account_01488,Rep_024,Manager_03,Mid,Negotiation/Review,Media,LATAM,Professional Services,55481.01,2024-04-08,2024-05-17,39,2024-05-04,2,2,1,0.5275,0.5256,2024,2
OPP-016921,Account_00010,Rep_014,Manager_07,Mid,Needs Analysis,Healthcare,LATAM,Starter Pack,15748.43,2024-12-04,2024-12-31,74,2025-01-01,7,35,3,0.5642,0.4193,2024,4
OPP-016922,Account_07948,Rep_036,Manager_01,Low,Negotiation/Review,Media,EMEA,Add-On Services,22433.97,2023-01-16,2023-02-14,29,2023-01-19,5,23,5,0.3878,0.3182,2023,1
OPP-016923,Account_01454,Rep_027,Manager_06,Mid,Negotiation/Review,Manufacturing,LATAM,Add-On Services,26905.59,2023-10-22,2023-11-28,37,2023-11-01,15,25,3,0.5025,0.4981,2023,4
OPP-016924,Account_02910,Rep_040,Manager_05,Low,Decision Makers,Media,North America,Support Bundle,10908.19,2024-03-02,2024-05-26,85,2024-04-17,12,15,3,0.4157,0.3422,2024,1
OPP-016925,Account_00432,Rep_006,Manager_06,Top,Closed Lost,Education,EMEA,Enterprise Suite,102697.19,2024-11-29,2024-12-20,21,2024-12-18,1,33,4,0.6497,0.4521,2024,4
OPP-016926,Account_07912,Rep_037,Manager_02,Low,Qualification,Healthcare,APAC,Enterprise Suite,161454.87,2024-12-24,2024-12-31,104,2025-01-05,2,31,5,0.3756,0.3547,2024,4
OPP-016927,Account_03684,Rep_026,Manager_05,Mid,Qualification,Real Estate,LATAM,Support Bundle,7934.76,2023-08-10,2023-12-10,122,2023-11-28,17,15,8,0.5576,0.4682,2023,3
OPP-016928,Account_04476,Rep_040,Manager_05,Low,Qualification,Manufacturing,North America,Professional Services,88046.49,2024-08-14,2024-12-05,113,2024-09-11,9,2,0,0.4103,0.3382,2024,3
OPP-016929,Account_04664,Rep_022,Manager_01,Mid,Needs Analysis,Education,APAC,Starter Pack,5361.69,2024-06-10,2024-09-10,92,2024-06-22,5,26,3,0.5328,0.5143,2024,2
OPP-016930,Account_07744,Rep_014,Manager_07,Mid,Prospecting,Technology,EMEA,Support Bundle,19954.9,2022-07-30,2022-12-07,130,2022-08-29,16,35,6,0.5656,0.4644,2022,3
OPP-016931,Account_07036,Rep_041,Manager_06,Low,Needs Analysis,Retail,APAC,Professional Services,102729.05,2024-12-22,2024-12-31,103,2025-02-24,1,29,0,0.4061,0.3489,2024,4
OPP-016932,Account_07401,Rep_042,Manager_07,Low,Value Proposition,Education,North America,Support Bundle,18173.37,2024-10-28,2024-12-31,76,2024-12-09,7,19,3,0.3706,0.316,2024,4
OPP-016933,Account_01953,Rep_029,Manager_01,Mid,Closed Lost,Education,North America,Support Bundle,13952.83,2024-02-18,2024-03-08,19,2024-03-05,13,30,1,0.502,0.4745,2024,1
OPP-016934,Account_00955,Rep_030,Manager_02,Mid,Decision Makers,Real Estate,North America,Pro Plan,57504.59,2022-09-06,2022-10-31,55,2022-10-06,9,3,4,0.4969,0.3657,2022,3
OPP-016935,Account_07914,Rep_016,Manager_02,Mid,Prospecting,Manufacturing,EMEA,Pro Plan,38867.31,2024-06-18,2024-11-08,143,2024-10-08,18,25,3,0.5266,0.5901,2024,2
OPP-016936,Account_00412,Rep_029,Manager_01,Mid,Qualification,Logistics,LATAM,Add-On Services,11813.58,2024-04-01,2024-07-03,93,2024-04-19,6,27,8,0.5124,0.4556,2024,2
OPP-016937,Account_02299,Rep_019,Manager_05,Mid,Negotiation/Review,Manufacturing,EMEA,Enterprise Suite,77545.6,2022-08-30,2022-10-06,37,2022-09-11,9,26,1,0.5041,0.3403,2022,3
OPP-016938,Account_03604,Rep_046,Manager_04,Low,Negotiation/Review,Education,APAC,Enterprise Suite,152174.8,2023-02-19,2023-04-08,48,2023-03-14,15,2,2,0.3767,0.3463,2023,1
OPP-016939,Account_02752,Rep_004,Manager_04,Top,Proposal/Price Quote,Real Estate,North America,Professional Services,56610.53,2024-04-26,2024-06-06,41,2024-05-17,3,15,6,0.7354,0.8324,2024,2
OPP-016940,Account_04148,Rep_025,Manager_04,Mid,Needs Analysis,Real Estate,LATAM,Support Bundle,6887.27,2022-01-20,2022-04-17,87,2022-01-21,19,29,0,0.4982,0.4531,2022,1
OPP-016941,Account_04336,Rep_034,Manager_06,Low,Prospecting,Energy,LATAM,Add-On Services,23555.16,2022-09-03,2023-01-02,121,2022-09-28,12,24,0,0.3917,0.4263,2022,3
OPP-016942,Account_03256,Rep_017,Manager_03,Mid,Negotiation/Review,Logistics,LATAM,Professional Services,93908.19,2024-10-27,2024-11-27,31,2024-11-16,14,32,3,0.4869,0.3172,2024,4
OPP-016943,Account_02831,Rep_025,Manager_04,Mid,Needs Analysis,Logistics,LATAM,Professional Services,38474.88,2023-01-25,2023-03-27,61,2023-03-19,13,21,8,0.5125,0.4531,2023,1
OPP-016944,Account_07620,Rep_041,Manager_06,Low,Prospecting,Technology,EMEA,Enterprise Suite,70144.97,2024-11-10,2024-12-31,186,2024-11-28,12,26,1,0.3583,0.3759,2024,4
OPP-016945,Account_01119,Rep_048,Manager_06,Low,Value Proposition,Retail,North America,Pro Plan,20703.42,2023-02-05,2023-05-05,89,2023-04-26,15,11,0,0.4065,0.3922,2023,1
OPP-016946,Account_01957,Rep_048,Manager_06,Low,Proposal/Price Quote,Media,EMEA,Starter Pack,8528.09,2022-01-21,2022-03-12,50,2022-02-05,16,21,6,0.3841,0.3573,2022,1
OPP-016947,Account_00795,Rep_035,Manager_07,Low,Prospecting,Media,EMEA,Support Bundle,11150.46,2024-11-09,2024-12-31,204,2025-01-11,9,3,4,0.3837,0.3612,2024,4
OPP-016948,Account_04342,Rep_032,Manager_04,Low,Closed Won,Energy,APAC,Professional Services,39415.71,2023-01-14,2023-02-12,29,2023-01-28,10,3,5,0.3733,0.3059,2023,1
OPP-016949,Account_00927,Rep_036,Manager_01,Low,Decision Makers,Energy,EMEA,Professional Services,73980.59,2024-03-02,2024-06-13,103,2024-04-27,8,14,5,0.3751,0.3345,2024,1
OPP-016950,Account_07901,Rep_016,Manager_02,Mid,Value Proposition,Finance,LATAM,Enterprise Suite,134157.72,2022-01-11,2022-04-01,80,2022-03-06,11,14,0,0.5085,0.5625,2022,1
OPP-016951,Account_00437,Rep_048,Manager_06,Low,Qualification,Manufacturing,EMEA,Professional Services,56259.52,2023-02-02,2023-07-16,164,2023-04-30,7,10,2,0.3719,0.4214,2023,1
OPP-016952,Account_04732,Rep_026,Manager_05,Mid,Negotiation/Review,Education,LATAM,Enterprise Suite,109717.33,2024-07-14,2024-08-15,32,2024-08-14,13,29,7,0.4883,0.4113,2024,3
OPP-016953,Account_02650,Rep_040,Manager_05,Low,Closed Won,Technology,EMEA,Professional Services,36405.7,2024-08-18,2024-09-17,30,2024-09-11,11,18,1,0.3483,0.2274,2024,3
OPP-016954,Account_00014,Rep_024,Manager_03,Mid,Value Proposition,Media,APAC,Pro Plan,28569.23,2023-03-20,2023-05-10,51,2023-04-14,1,29,2,0.5565,0.4133,2023,1
OPP-016955,Account_01335,Rep_044,Manager_02,Low,Proposal/Price Quote,Media,EMEA,Starter Pack,6709.68,2022-04-16,2022-06-25,70,2022-05-02,10,7,6,0.3871,0.3359,2022,2
OPP-016956,Account_02376,Rep_002,Manager_02,Top,Closed Won,Retail,North America,Pro Plan,63055.97,2024-03-27,2024-04-10,14,2024-03-31,16,12,3,0.6722,0.6369,2024,1
OPP-016957,Account_06351,Rep_030,Manager_02,Mid,Qualification,Manufacturing,LATAM,Add-On Services,24391.29,2023-09-23,2024-01-15,114,2023-10-13,9,33,6,0.5703,0.3713,2023,3
OPP-016958,Account_04721,Rep_028,Manager_07,Mid,Value Proposition,Real Estate,EMEA,Starter Pack,13442.94,2024-07-01,2024-09-18,79,2024-07-12,4,21,2,0.4683,0.4134,2024,3
OPP-016959,Account_05787,Rep_020,Manager_06,Mid,Needs Analysis,Logistics,EMEA,Starter Pack,7582.64,2022-06-14,2022-09-14,92,2022-09-01,3,10,7,0.5386,0.3877,2022,2
OPP-016960,Account_06049,Rep_048,Manager_06,Low,Needs Analysis,Manufacturing,APAC,Professional Services,83024.78,2023-04-30,2023-09-04,127,2023-07-06,17,19,3,0.3446,0.2396,2023,2
OPP-016961,Account_07244,Rep_024,Manager_03,Mid,Negotiation/Review,Real Estate,APAC,Pro Plan,20889.67,2022-07-16,2022-08-24,39,2022-08-21,9,31,1,0.499,0.4658,2022,3
OPP-016962,Account_06567,Rep_016,Manager_02,Mid,Qualification,Logistics,EMEA,Enterprise Suite,81495.57,2023-09-15,2023-11-30,76,2023-11-03,7,8,8,0.5487,0.4365,2023,3
OPP-016963,Account_02930,Rep_049,Manager_07,Low,Closed Lost,Healthcare,APAC,Add-On Services,24553.13,2023-04-22,2023-05-16,24,2023-05-03,5,19,1,0.4145,0.4419,2023,2
OPP-016964,Account_05995,Rep_021,Manager_07,Mid,Value Proposition,Finance,EMEA,Add-On Services,17917.4,2024-02-01,2024-04-06,65,2024-04-05,5,16,7,0.5642,0.5829,2024,1
OPP-016965,Account_05568,Rep_034,Manager_06,Low,Prospecting,Manufacturing,APAC,Support Bundle,19073.3,2022-04-25,2022-10-20,178,2022-08-12,2,4,8,0.3877,0.4408,2022,2
OPP-016966,Account_01236,Rep_031,Manager_03,Low,Qualification,Energy,North America,Support Bundle,14066.77,2023-01-14,2023-06-21,158,2023-05-07,6,18,3,0.4121,0.3385,2023,1
OPP-016967,Account_07939,Rep_037,Manager_02,Low,Value Proposition,Media,EMEA,Professional Services,48072.25,2022-07-23,2022-10-27,96,2022-10-21,19,21,4,0.41,0.3174,2022,3
OPP-016968,Account_02432,Rep_008,Manager_01,Top,Negotiation/Review,Finance,APAC,Professional Services,34495.25,2022-03-24,2022-04-23,30,2022-04-21,13,3,2,0.7462,0.541,2022,1
OPP-016969,Account_04068,Rep_048,Manager_06,Low,Qualification,Healthcare,APAC,Enterprise Suite,117899.21,2024-10-22,2024-12-31,150,2024-11-28,12,28,4,0.4111,0.4142,2024,4
OPP-016970,Account_03018,Rep_037,Manager_02,Low,Prospecting,Retail,APAC,Pro Plan,25368.54,2022-04-12,2022-10-29,200,2022-10-01,9,14,5,0.3493,0.3756,2022,2
OPP-016971,Account_07603,Rep_011,Manager_04,Mid,Value Proposition,Healthcare,EMEA,Enterprise Suite,168904.09,2022-10-09,2022-11-29,51,2022-10-12,12,35,1,0.4828,0.3883,2022,4
OPP-016972,Account_04296,Rep_016,Manager_02,Mid,Value Proposition,Real Estate,EMEA,Pro Plan,62193.55,2022-04-16,2022-07-06,81,2022-06-19,20,4,5,0.4736,0.414,2022,2
OPP-016973,Account_00366,Rep_028,Manager_07,Mid,Needs Analysis,Education,APAC,Support Bundle,5924.32,2022-04-27,2022-08-05,100,2022-06-02,12,8,8,0.4792,0.466,2022,2
OPP-016974,Account_01905,Rep_004,Manager_04,Top,Proposal/Price Quote,Healthcare,EMEA,Pro Plan,42180.52,2023-04-19,2023-05-15,26,2023-05-02,4,27,5,0.7211,0.7789,2023,2
OPP-016975,Account_01704,Rep_045,Manager_03,Low,Negotiation/Review,Retail,LATAM,Professional Services,78076.32,2023-08-27,2023-10-21,55,2023-10-04,11,13,0,0.3808,0.3859,2023,3
OPP-016976,Account_07759,Rep_014,Manager_07,Mid,Needs Analysis,Media,LATAM,Professional Services,115795.55,2024-01-23,2024-03-25,62,2024-02-12,17,29,4,0.4681,0.3047,2024,1
OPP-016977,Account_03216,Rep_044,Manager_02,Low,Needs Analysis,Energy,APAC,Enterprise Suite,97441.92,2024-01-29,2024-05-23,115,2024-05-09,9,9,3,0.3723,0.2832,2024,1
OPP-016978,Account_03646,Rep_026,Manager_05,Mid,Prospecting,Retail,EMEA,Starter Pack,16360.57,2024-08-25,2024-12-21,118,2024-11-30,16,22,2,0.5407,0.3771,2024,3
OPP-016979,Account_07528,Rep_045,Manager_03,Low,Prospecting,Media,EMEA,Pro Plan,45117.07,2022-09-07,2023-01-04,119,2022-12-29,14,13,8,0.3975,0.3904,2022,3
OPP-016980,Account_05505,Rep_008,Manager_01,Top,Value Proposition,Real Estate,LATAM,Pro Plan,26023.15,2023-05-16,2023-07-13,58,2023-07-09,15,21,1,0.7352,0.7595,2023,2
OPP-016981,Account_03589,Rep_029,Manager_01,Mid,Prospecting,Real Estate,EMEA,Pro Plan,24365.21,2022-01-18,2022-06-29,162,2022-02-12,1,15,5,0.4929,0.4078,2022,1
OPP-016982,Account_01091,Rep_005,Manager_05,Top,Qualification,Energy,North America,Support Bundle,11910.91,2022-05-08,2022-07-19,72,2022-06-24,17,4,0,0.772,0.8687,2022,2
OPP-016983,Account_01571,Rep_048,Manager_06,Low,Needs Analysis,Manufacturing,LATAM,Enterprise Suite,146156.57,2022-08-02,2022-10-16,75,2022-09-27,5,5,5,0.3507,0.3854,2022,3
OPP-016984,Account_01277,Rep_014,Manager_07,Mid,Prospecting,Finance,APAC,Starter Pack,18584.55,2022-08-22,2022-11-25,95,2022-10-28,6,28,4,0.5125,0.431,2022,3
OPP-016985,Account_02604,Rep_013,Manager_06,Mid,Needs Analysis,Real Estate,LATAM,Pro Plan,39391.05,2024-09-13,2024-12-05,83,2024-10-08,15,28,5,0.4924,0.475,2024,3
OPP-016986,Account_01241,Rep_032,Manager_04,Low,Qualification,Technology,LATAM,Professional Services,116188.3,2022-10-28,2023-03-23,146,2023-02-03,15,12,5,0.3731,0.3742,2022,4
OPP-016987,Account_07387,Rep_049,Manager_07,Low,Prospecting,Manufacturing,North America,Add-On Services,27023.0,2022-12-04,2023-06-29,207,2023-03-19,18,22,6,0.3446,0.2853,2022,4
OPP-016988,Account_07594,Rep_012,Manager_05,Mid,Qualification,Healthcare,EMEA,Support Bundle,14198.01,2024-08-06,2024-10-08,63,2024-09-04,11,5,5,0.558,0.59,2024,3
OPP-016989,Account_06269,Rep_038,Manager_03,Low,Closed Lost,Education,LATAM,Support Bundle,11047.91,2022-03-26,2022-05-07,42,2022-05-04,16,7,3,0.3455,0.2544,2022,1
OPP-016990,Account_02378,Rep_016,Manager_02,Mid,Qualification,Retail,North America,Starter Pack,6920.26,2023-02-02,2023-05-18,105,2023-03-19,16,9,5,0.481,0.3977,2023,1
OPP-016991,Account_02393,Rep_015,Manager_01,Mid,Proposal/Price Quote,Education,EMEA,Starter Pack,9585.06,2024-09-12,2024-10-16,34,2024-09-24,3,20,1,0.5688,0.3754,2024,3
OPP-016992,Account_00851,Rep_034,Manager_06,Low,Prospecting,Retail,EMEA,Starter Pack,18613.25,2024-12-08,2024-12-31,207,2025-04-12,11,3,7,0.3752,0.4208,2024,4
OPP-016993,Account_00312,Rep_024,Manager_03,Mid,Value Proposition,Technology,APAC,Support Bundle,20630.92,2022-05-28,2022-07-19,52,2022-06-11,4,2,3,0.5576,0.6091,2022,2
OPP-016994,Account_05880,Rep_039,Manager_04,Low,Proposal/Price Quote,Media,North America,Pro Plan,63747.2,2023-06-17,2023-08-04,48,2023-06-18,6,21,5,0.4136,0.4382,2023,2
OPP-016995,Account_06128,Rep_039,Manager_04,Low,Qualification,Energy,North America,Starter Pack,6252.96,2022-05-05,2022-08-05,92,2022-06-03,15,34,5,0.3692,0.3701,2022,2
OPP-016996,Account_01825,Rep_011,Manager_04,Mid,Prospecting,Manufacturing,EMEA,Enterprise Suite,180287.82,2022-04-14,2022-07-08,85,2022-05-07,18,25,5,0.5226,0.4334,2022,2
OPP-016997,Account_05460,Rep_048,Manager_06,Low,Prospecting,Technology,LATAM,Enterprise Suite,148346.92,2024-01-11,2024-07-06,177,2024-03-07,18,26,6,0.3628,0.2886,2024,1
OPP-016998,Account_04492,Rep_004,Manager_04,Top,Qualification,Media,EMEA,Support Bundle,15882.95,2024-06-17,2024-08-25,69,2024-08-09,13,29,2,0.7497,0.6088,2024,2
OPP-016999,Account_00961,Rep_038,Manager_03,Low,Needs Analysis,Education,APAC,Professional Services,75865.57,2024-12-17,2024-12-31,93,2025-01-03,13,2,8,0.3832,0.3735,2024,4
OPP-017000,Account_03569,Rep_036,Manager_01,Low,Prospecting,Retail,LATAM,Support Bundle,11362.27,2022-04-19,2022-10-19,183,2022-06-23,19,22,3,0.3646,0.2931,2022,2
OPP-017001,Account_05159,Rep_046,Manager_04,Low,Decision Makers,Manufacturing,LATAM,Pro Plan,41377.15,2023-02-25,2023-05-21,85,2023-05-12,12,34,5,0.3522,0.23,2023,1
OPP-017002,Account_05336,Rep_045,Manager_03,Low,Prospecting,Manufacturing,North America,Pro Plan,63616.84,2022-01-24,2022-05-20,116,2022-05-13,14,16,6,0.3768,0.3688,2022,1
OPP-017003,Account_01282,Rep_028,Manager_07,Mid,Prospecting,Energy,North America,Add-On Services,11228.67,2022-09-09,2023-02-18,162,2023-02-18,7,33,0,0.5146,0.4731,2022,3
OPP-017004,Account_07162,Rep_015,Manager_01,Mid,Negotiation/Review,Manufacturing,LATAM,Enterprise Suite,186145.71,2024-01-22,2024-02-29,38,2024-02-08,7,23,6,0.542,0.5263,2024,1
OPP-017005,Account_05479,Rep_027,Manager_06,Mid,Proposal/Price Quote,Logistics,APAC,Pro Plan,62073.9,2023-05-17,2023-07-16,60,2023-07-08,14,5,6,0.558,0.3634,2023,2
OPP-017006,Account_06029,Rep_042,Manager_07,Low,Closed Lost,Retail,North America,Pro Plan,59275.7,2024-04-12,2024-05-17,35,2024-04-23,19,6,3,0.3558,0.3649,2024,2
OPP-017007,Account_07201,Rep_006,Manager_06,Top,Prospecting,Finance,North America,Professional Services,83614.67,2022-03-01,2022-05-03,63,2022-04-17,12,35,1,0.7706,0.6671,2022,1
OPP-017008,Account_06534,Rep_044,Manager_02,Low,Decision Makers,Education,APAC,Starter Pack,12313.42,2024-01-06,2024-04-05,90,2024-04-03,12,26,1,0.3912,0.3553,2024,1
OPP-017009,Account_05327,Rep_024,Manager_03,Mid,Needs Analysis,Real Estate,North America,Enterprise Suite,165461.21,2024-06-30,2024-09-15,77,2024-08-08,15,34,6,0.4776,0.4501,2024,2
OPP-017010,Account_00723,Rep_009,Manager_02,Top,Closed Won,Healthcare,APAC,Professional Services,82527.1,2024-08-09,2024-08-20,11,2024-08-10,12,22,2,0.7868,0.5339,2024,3
OPP-017011,Account_06635,Rep_045,Manager_03,Low,Value Proposition,Retail,LATAM,Support Bundle,17889.96,2022-02-13,2022-05-04,80,2022-05-01,16,11,6,0.3701,0.3368,2022,1
OPP-017012,Account_04973,Rep_012,Manager_05,Mid,Proposal/Price Quote,Energy,North America,Pro Plan,30621.35,2024-01-14,2024-02-18,35,2024-02-03,14,3,0,0.5394,0.5741,2024,1
OPP-017013,Account_03237,Rep_011,Manager_04,Mid,Closed Won,Energy,North America,Starter Pack,16482.12,2023-10-22,2023-11-14,23,2023-10-28,17,14,4,0.531,0.5602,2023,4
